# SentiWordNet users' feedback
# Release: 13 May 2013
# More information and contact: http://sentiwordnet.isti.cnr.it/
# License: http://creativecommons.org/licenses/by-sa/4.0/
#
# count	synsetId	synsetPOS	swnPositivity	swnNegativity	feedbackPositivity	feedbackNegativity	date	IPanon	IPcountry	list(word#sense)
3192	5113133	n	0	0.125	0	0.125	2013-04-07	IP1066	SE	insufficiency#3 inadequacy#1 deficiency#2
3193	722848	v	0	0	0	0	2013-04-08	IP1067	IN	recall#5
3194	4368496	n	0	0	0	0	2013-04-08	IP1067	IN	swallowtail#1 swallow-tailed_coat#1 morning_coat#1
3195	14548105	n	0.5	0	0.5	0	2013-04-08	IP1067	IN	wasting#1 cachexy#1 cachexia#1
3196	11694866	n	0	0	0.25	0.125	2013-04-08	IP1068	MY	bullock_heart#1 bullock&#039;s_heart_tree#1 bullock&#039;s_heart#1 annona_reticulata#1
3197	11694866	n	0	0	0.25	0.125	2013-04-08	IP1068	MY	bullock_heart#1 bullock&#039;s_heart_tree#1 bullock&#039;s_heart#1 annona_reticulata#1
3198	1659762	a	0	0	1	0	2013-04-08	IP1069	PH	broached#1 abroach#1
3199	1137994	a	0	0.625	0	0.625	2013-04-08	IP1069	PH	sulky#1 huffish#1
3200	1502925	a	0	0	0	0	2013-04-08	IP1069	PH	four-membered#1 4-membered#1
3201	10760763	n	0	0	0	0	2013-04-08	IP1069	PH	voucher#1 verifier#1
3202	12613408	n	0	0	0	0	2013-04-08	IP1069	PH	hydrocharis_morsus-ranae#1 frogbit#1 frog&#039;s-bit#1
3203	4857490	n	0.25	0.25	0.25	0.25	2013-04-08	IP1069	PH	spunk#2 nerve#2 mettle#1 heart#3
3204	13033879	n	0.125	0	0.125	0	2013-04-08	IP1069	PH	thick-footed_morel#1 morchella_crassipes#1
3205	9695132	n	0	0	0	0	2013-04-08	IP1069	PH	tupi#1
3206	8352218	n	0	0	0	0	2013-04-08	IP1069	PH	bank_of_japan#1
3207	8352218	n	0	0	0	0	2013-04-08	IP1069	PH	bank_of_japan#1
3208	8471185	n	0	0	0	0	2013-04-08	IP1070	ID	girl_scouts#1
3209	7486229	n	0.5	0	1	0	2013-04-08	IP952	PT	wishing#1 wish#1 want#4
3210	2632567	v	0	0.625	0	0.125	2013-04-08	IP952	PT	want#5
3211	1825237	v	0.25	0	1	0	2013-04-08	IP952	PT	want#1 desire#1
3212	80304	r	0	0.125	0	0.125	2013-04-08	IP1071	MA	into_the_bargain#1 in_the_bargain#1
3213	13193856	n	0	0	0	0	2013-04-08	IP1071	MA	male_fern#1 dryopteris_filix-mas#1
3214	80534	r	0.5	0	0.5	0	2013-04-08	IP1071	MA	scornfully#1 disdainfully#2 contumeliously#1 contemptuously#1
3215	689550	n	0	0	0	0	2013-04-08	IP1071	MA	ostomy#1
3216	14789220	n	0	0	0	0	2013-04-08	IP1071	MA	cyanamide#2 calcium-cyanamide#1
3217	7317764	n	0	0.25	0	1	2013-04-08	IP1071	MA	failure#2
3218	445226	n	0	0	0	0	2013-04-08	IP1072	ES	water-skiing#1
3219	2417785	n	0	0	0	0	2013-04-08	IP1072	ES	markhor#1 markhoor#1 capra_falconeri#1
3220	9446012	n	0	0	0	0	2013-04-08	IP1073	IT	straight_chain#1
3221	699320	n	0	0	0	0	2013-04-09	IP1074	xx	detoxification#1
3222	4284438	n	0	0	0	0	2013-04-09	IP1075	MX	spork#1
3223	1488918	n	0	0	0.625	0.25	2013-04-09	IP1076	xx	requiem_shark#1
3224	12531552	n	0	0	1	0	2013-04-09	IP1076	xx	genus_gliricidia#1
3225	4616059	n	0.125	0	0.125	0	2013-04-09	IP1077	IN	trait#1
3226	12097396	n	0	0	0	0	2013-04-09	IP1077	IN	spiceberry#1 coralberry#2 ardisia_crenata#1
3227	11391587	n	0	0	0	0	2013-04-09	IP1077	IN	wilson#6 james_wilson#1
3228	3007130	n	0	0	0	0	2013-04-09	IP1077	IN	chapel#1
3229	15050516	n	0	0	0	0	2013-04-09	IP1077	IN	staphylococcal_enterotoxin#1
3230	13062272	n	0	0.125	0	0.125	2013-04-09	IP1077	IN	genus_auricularia#1 auricularia#1
3231	4315948	n	0	0	0	0	2013-04-09	IP1077	IN	stereophony#1 stereophonic_system#1 stereo_system#1 stereo#1
3232	13798301	n	0	0	0	0	2013-04-09	IP1077	IN	intransitivity#1 intransitiveness#1
3233	11794267	n	0	0	0	0	2013-04-09	IP1077	IN	lemnaceae#1 family_lemnaceae#1 duckweed_family#1
3234	2189883	a	0	0	0	0	2013-04-09	IP1077	IN	xxxvi#1 thirty-six#1 36#1
3235	986027	a	0.125	0	0	0.5	2013-04-09	IP952	PT	fat#1
3236	5524615	n	0	0	0.875	0	2013-04-09	IP1078	xx	testis#1 testicle#1 orchis#2 nut#7 egg#3 bollock#1 ballock#1 ball#5
3237	967993	n	0	0	0	0	2013-04-09	IP1079	IN	bw_defense#1 bw_defence#1 biological_warfare_defense#1 biological_warfare_defence#1
3238	1068306	a	0.375	0.125	0.375	0	2013-04-09	IP1080	RO	unspoilt#1 unspoiled#1 undecomposed#1 good#20
3239	906829	n	0	0	0	0	2013-04-10	IP1081	xx	ivp#2 intravenous_pyelography#1
3240	1405250	n	0	0	0	0	2013-04-10	IP1082	xx	tang#4 fucus_vesiculosus#1 bladderwrack#2 bladder_fucus#1 black_rockweed#1
3241	14131950	n	0	0.5	0	0.5	2013-04-10	IP1083	xx	herpes#1
3242	9686051	n	0	0	0	0	2013-04-10	IP1083	xx	mithraist#1
3243	12698027	n	0	0	0	0	2013-04-10	IP1083	xx	sapele_mahogany#1 entandrophragma_cylindricum#1 cedar_mahogany#1 african_scented_mahogany#1
3244	1396937	v	0	0	0	0	2013-04-10	IP1083	xx	swat#1
3245	2522669	a	0	0.5	0.125	0.375	2013-04-10	IP1084	HK	reflexive#1 reflex#1 automatic#3
3246	10841880	n	0	0	0	0	2013-04-10	IP1085	xx	peter_behrens#1 behrens#1
3247	5138958	n	0.75	0	0.75	0	2013-04-11	IP1086	xx	virtue#2 merit#1
3248	14054102	n	0	0	0.875	0.125	2013-04-11	IP1087	ID	abruptio_placentae#1
3249	14400325	n	0	0	0	0	2013-04-11	IP1088	GB	reactive_schizophrenia#1 acute_schizophrenic_episode#1
3250	1268633	n	0	0	0	0	2013-04-11	IP1089	IT	aegates_isles#1 aegadean_isles#2
3251	2112137	n	0	0	0	0	2013-04-11	IP1090	CN	chow_chow#1 chow#3
3252	1343918	a	0.375	0	0.375	0	2013-04-11	IP1090	CN	interesting#1
3253	2139652	a	0	0	0	0	2013-04-11	IP1090	CN	fully_fashioned#1 full-fashioned#1
3254	2139652	a	0	0	0	0	2013-04-11	IP1090	CN	fully_fashioned#1 full-fashioned#1
3255	2047517	n	0	0.125	0	0	2013-04-11	IP1091	xx	uria_lomvia#1 thick-billed_murre#1
3256	1785971	v	0	0	0	0.5	2013-04-11	IP868	CL	anger#1
3257	1132515	a	0.125	0.875	0	1	2013-04-12	IP1092	xx	unholy#2 satanic#1 infernal#2 hellish#2 fiendish#1 diabolical#2 diabolic#2 demonic#1
3258	3517982	n	0.25	0	0.25	0	2013-04-12	IP1093	IN	high-angle_gun#1
3259	2067240	n	0	0	0	0	2013-04-12	IP1094	xx	sperm_whale#1 physeter_catodon#1 cachalot#1 black_whale#2
3260	849523	n	0	0	0	0	2013-04-12	IP1094	xx	reproduction#5 procreation#1 facts_of_life#1 breeding#5
3261	225264	r	0.125	0	0.125	0	2013-04-12	IP1068	MY	infinitely#1 immeasurably#2 boundlessly#1
3262	1163847	v	0	0	0	0	2013-04-12	IP1095	CH	quarry#1
3263	15252300	n	0	0	0.25	0	2013-04-12	IP1095	CH	bimillennium#1 bimillenary#1
3264	14056685	n	0	0.5	0	0.75	2013-04-12	IP1096	BR	bulimarexia#1 bulima_nervosa#1 binge-vomit_syndrome#1 binge-purge_syndrome#1
3265	2285548	n	0	0	0	0	2013-04-12	IP1097	GB	tussock_moth#1 lymantriid#1
3266	7621001	n	0	0	0.5	0	2013-04-13	IP1098	xx	glaze#1
3267	3832973	n	0	0	0	0	2013-04-13	IP1098	xx	notions_counter#1
3268	2930492	n	0	0	0	0.125	2013-04-13	IP1098	xx	spin-off#1 byproduct#2 by-product#2
3269	65855	n	0	0	0.75	0	2013-04-13	IP1098	xx	credit#6 course_credit#1
3270	9322087	n	0	0	0	0	2013-04-13	IP1098	xx	jovian_planet#1 gas_giant#1
3271	2128922	a	0	0.125	0	0.125	2013-04-13	IP1098	xx	unlocated#1
3272	632438	a	0.125	0.75	0.125	0.875	2013-04-13	IP1098	xx	wrong#1 incorrect#1
3273	8127304	n	0	0	0	1	2013-04-13	IP1099	IT	usps#1 us_postal_service#1 united_states_postal_service#1
3274	12064183	n	0	0	0	0.125	2013-04-13	IP1100	IN	gymnadenia#1 genus_gymnadenia#1
3275	2421199	v	0	0	0	0.875	2013-04-13	IP1101	ES	slave#1 knuckle_down#1 buckle_down#1 break_one&#039;s_back#1
3276	6619850	n	0	0	0	0	2013-04-13	IP1102	DE	news_show#1 news_program#1 news#3
3277	2703289	v	0	0	0.5	0.5	2013-04-13	IP1103	xx	yield#5 soften#3 relent#1
3278	7805872	n	0	0	0	0	2013-04-13	IP1104	DZ	mast#3
3279	8015321	n	0	0	0	0.5	2013-04-14	IP1099	IT	supporters_of_islam#1 ansar_al_islam#1 ansar_al-islam#1
3280	1806677	a	0.375	0.125	0	0.5	2013-04-14	IP1105	SE	tired_of#1 sick_of#1 sick#4 fed_up#1 disgusted#1
3281	9742569	n	0	0	1	0	2013-04-14	IP1106	FR	hawaiian#2
3282	3500699	n	0	0	0	0	2013-04-14	IP1107	GB	haymaker#1 hay_conditioner#1
3283	7412993	n	0	0	0	0	2013-04-15	IP1108	xx	lightning#2
3284	11258096	n	0	0	1	0	2013-04-15	IP1109	EU	renoir#1 pierre_auguste_renoir#1
3285	1100877	n	0	0	0	0	2013-04-15	IP1110	HU	cooperative#1 co-op#1
3286	263463	a	0.5	0.125	0.5	0.125	2013-04-15	IP1110	HU	heroic#5 desperate#4
3287	7784810	n	0	0	0	0	2013-04-15	IP1111	xx	kingfish#1
3288	8435388	n	0	0	0.25	0.5	2013-04-16	IP1112	EG	system#2 scheme#3
3289	13630036	n	0	0	0	0	2013-04-16	IP1113	PL	tibit#1 tebibit#1
3290	2313235	a	0	0.25	0	1	2013-04-16	IP1114	AU	knotty#2 knotted#2 knobbed#1 gnarly#1 gnarled#1
3291	682841	a	0.375	0	0.75	0	2013-04-17	IP1115	xx	sharp-eared#1 quick-eared#1
3292	9273291	n	0	0	0	0	2013-04-17	IP1115	xx	natural_enclosure#1 enclosure#3
3293	14984584	n	0	0	0	0	2013-04-17	IP1115	xx	dna_polymerase#1
3294	390842	v	0	0	0	0	2013-04-17	IP1115	xx	stifle#2 dampen#1
3295	1190494	v	0	0	0	0.875	2013-04-17	IP1116	IN	soak#6 intoxicate#2 inebriate#2
3296	11142368	n	0	0	0.125	0	2013-04-17	IP1117	IN	lowell#4 abbott_lawrence_lowell#1
3297	3593526	n	0	0	0	1	2013-04-17	IP1116	IN	jar#1
3298	14000200	n	0	0	0	0	2013-04-17	IP1116	IN	life_imprisonment#1
3299	2186338	a	0	0.25	0	0	2013-04-17	IP952	PT	one#1 i#1 ane#1 1#1
3300	14494186	n	0	0	0	0	2013-04-17	IP1118	IT	penuriousness#1 pennilessness#1 impecuniousness#1
3301	11019269	n	0	0	0	0	2013-04-17	IP1119	GB	sir_alec_guinness#1 guinness#1 alec_guinness#1
3302	6159473	n	0.5	0	0.5	0	2013-04-18	IP1120	KR	moral_philosophy#1 ethics#2
3303	4137773	n	0	0	0	0	2013-04-18	IP1121	IN	satellite_receiver#1
3304	995775	a	0.75	0	0.75	0	2013-04-18	IP1121	IN	favourable#1 favorable#1
3305	4596742	n	0	0	0	0	2013-04-18	IP1121	IN	wok#1
3306	10209539	n	0	0	0	0	2013-04-18	IP1121	IN	instructress#1
3307	4461570	n	0	0	0	0	2013-04-18	IP1121	IN	towpath#1 towing_path#1
3308	1123148	a	0.75	0	0.75	0	2013-04-18	IP1122	IN	good#1
3309	9702134	n	0	0	1	0	2013-04-18	IP1123	BR	anglo-saxon#2
3310	1411919	a	0	0.75	0	0.75	2013-04-18	IP722	KR	liable#1 apt#2
3311	7957456	n	0	0	0	0	2013-04-18	IP1124	xx	chicane#1
3312	589448	a	0.25	0.5	0	0.75	2013-04-18	IP1125	xx	smug#1 self-satisfied#1
3313	2537960	v	0	0	0	0	2013-04-18	IP1125	xx	place#9
3314	4651974	n	0	0	0	0.125	2013-04-18	IP1125	xx	silence#3 muteness#2
3315	4364160	n	0	0	0	0	2013-04-18	IP1125	xx	surge_suppressor#1 surge_protector#1 spike_suppressor#1 spike_arrester#1 lightning_arrester#1
3316	239012	a	0	0	0	0	2013-04-19	IP1126	xx	twelve-sided#1
3317	853487	n	0	0	0	0.875	2013-04-19	IP1127	xx	surgical_contraception#1
3318	7945236	n	0	0	0	1	2013-04-19	IP1127	xx	countryfolk#2 country_people#2
3319	11296775	n	0	0	0	1	2013-04-19	IP1127	xx	shearer#1 moira_shearer#1
3320	4492856	n	0	0	0	0.875	2013-04-19	IP1127	xx	truth_serum#1 truth_drug#1
3321	527572	v	0	0	0.75	0.25	2013-04-19	IP1127	xx	cure#2
3322	6528191	n	0	0	0	1	2013-04-19	IP1127	xx	conditional_sale#2
3323	1969216	v	0	0	0	1	2013-04-19	IP1127	xx	go_up#7 ascend#1
3324	4335209	n	0	0	0	1	2013-04-19	IP1127	xx	street#2
3325	10308732	n	0	0	0	0	2013-04-19	IP1128	IN	repairer#1 mender#1 fixer#3
3326	8386143	n	0	0	0	0	2013-04-19	IP1129	ES	revival_meeting#1 revival#2
3327	8075287	n	0	0	0	0	2013-04-20	IP1130	PL	agriculture#4
3328	229630	a	0.25	0.75	0	1	2013-04-20	IP1131	IL	worst#1
3329	7343574	n	0	0	0	0.5	2013-04-20	IP1132	MY	throwback#2 reversion#3 atavism#1
3330	11955896	n	0	0	0.5	0.5	2013-04-20	IP1133	JO	mistflower#1 mist-flower#1 eupatorium_coelestinum#1 conoclinium_coelestinum#1 ageratum#1
3331	2396536	v	0	0	0.5	0.5	2013-04-20	IP1133	JO	pack#5
3332	7865911	n	0	0	0.5	0.5	2013-04-20	IP1133	JO	cornish_pasty#1
3333	10413688	n	0	0	0.5	0.5	2013-04-20	IP1133	JO	penetrator#1
3334	14813560	n	0	0	0.5	0.5	2013-04-20	IP1133	JO	terra_alba#2 pipeclay#1
3335	14624025	n	0	0	0.5	0.5	2013-04-20	IP1133	JO	allotrope#1
3336	6692740	n	0	0.5	0	0.5	2013-04-20	IP1133	JO	banzai#1
3337	2567147	v	0	0.125	0.25	0.125	2013-04-20	IP1134	xx	run_afoul#1 infringe#1 contravene#1 conflict#2
3338	3211117	n	0	0	0	0	2013-04-21	IP1135	HK	video_display#1 display#6
3339	1644542	n	0	0	0	0	2013-04-21	IP1135	HK	family_ascaphidae#1 ascaphidae#1
3340	3727605	n	0.125	0	0.375	0	2013-04-22	IP1136	xx	masterpiece#1 chef-d&#039;oeuvre#1
3341	10197525	n	0	0.125	0	1	2013-04-22	IP1136	xx	retard#1 moron#1 imbecile#1 idiot#1 half-wit#1 cretin#1 changeling#1
3342	5338025	n	0	0	0	0	2013-04-22	IP1137	IN	auricular_artery#1 arteria_auricularis#1
3343	2660412	n	0	0	0	0	2013-04-22	IP1137	IN	hippoglossus#1 genus_hippoglossus#1
3344	614730	n	0	0	0	0	2013-04-22	IP1137	IN	handwriting#2
3345	6242048	n	0	0	0	0	2013-04-22	IP1137	IN	zen_buddhism#2 zen#2
3346	2574890	a	0	0	0	0.375	2013-04-22	IP1137	IN	woodsy#1
3347	2432851	a	0	0	0	0.625	2013-04-22	IP1137	IN	burnt-out#1 burned-out#1
3348	8975902	n	0	0	0	0	2013-04-22	IP1137	IN	west_pakistan#1 pakistan#1 islamic_republic_of_pakistan#1
3349	2270326	n	0	0	0	0.5	2013-04-22	IP1138	DE	lepismatidae#1 family_lepismatidae#1
3350	2091410	v	0	0	0	0	2013-04-22	IP1138	DE	tread#1 step#2
3351	13654232	n	0	0	0	0	2013-04-22	IP1138	DE	handsbreadth#1 handbreadth#1
3352	6830997	n	0	0	0	0	2013-04-23	IP1139	IN	initial#1
3353	6441803	n	0	0	0	0	2013-04-23	IP1140	FR	mark#12 gospel_according_to_mark#1
3354	14408519	n	0	0.75	0	0.875	2013-04-23	IP1141	IN	bitch#1
3355	11169764	n	0	0	0	0	2013-04-23	IP1141	IN	mcmaster#1 john_bach_mcmaster#1
3356	1855188	n	0	0	0	0	2013-04-23	IP1142	IN	smew#1 mergus_albellus#1
3357	11511004	n	0	0	0	0	2013-04-23	IP1142	IN	sunspot#1 macula#1
3358	14585808	n	0	0	0	0	2013-04-23	IP1142	IN	ammunition#2
3359	1026975	v	0	0	0	0	2013-04-24	IP1143	CN	get#16 drive#11 aim#3
3360	11498679	n	0	0	0	0	2013-04-24	IP1144	DE	rocket_propulsion#1
3361	12407715	n	0	0	0	0	2013-04-24	IP1144	DE	ulmus_parvifolia#1 chinese_elm#2
3362	936456	n	0	0	0	0	2013-04-24	IP1144	DE	origami#1
3363	2909408	n	0	0	0	0	2013-04-24	IP1144	DE	bubbler#2
3364	266634	a	0.125	0.75	0.75	0.25	2013-04-24	IP1145	BR	plucky#1 gutsy#1
3365	7504343	n	0.25	0.5	0.625	0.375	2013-04-24	IP1145	BR	gratitude#1
3366	1159655	a	0.125	0.5	0.875	0.125	2013-04-24	IP1145	BR	harmless#1
3367	4805136	n	0	0.625	0.75	0.125	2013-04-24	IP1145	BR	infallibility#1
3368	342351	r	0	0.125	0.75	0.125	2013-04-24	IP1145	BR	forcefully#1
3369	218681	r	0.25	0	0.125	0.875	2013-04-24	IP1145	BR	rudely#1 impolitely#1 discourteously#1
3370	90424	r	0.5	0	0.375	0.625	2013-04-24	IP1145	BR	wearily#1 tiredly#1
3371	459521	r	0.25	0	0.25	0.625	2013-04-24	IP1145	BR	vulgarly#1 smuttily#1
3372	11449907	n	0	0	0	0	2013-04-25	IP1146	IN	electricity#1
3373	10714054	n	0	0	0	0	2013-04-25	IP1147	KP	tobagonian#1
3374	4230387	n	0	0.25	0	0.25	2013-04-25	IP1147	KP	ski_parka#1 ski_jacket#1
3375	6632511	n	0	0	1	0	2013-04-25	IP1148	ES	hullo#1 howdy#1 how-do-you-do#2 hi#1 hello#1
3376	1125429	a	0	0.625	0	0	2013-04-25	IP1148	ES	bad#1
3377	1594811	a	0	0	0	0	2013-04-25	IP1149	NL	modal#1 average#5
3378	10619888	n	0	0	0	0	2013-04-25	IP1149	NL	social_secretary#1
3379	515228	r	0	0	0.125	0	2013-04-25	IP1149	NL	spacewards#1 spaceward#1
3380	568430	n	0	0	0	0	2013-04-25	IP1149	NL	service#12 serve#1
3381	2595167	a	0	0	0.25	0.375	2013-04-25	IP1150	CU	calcifugous#1
3382	5186626	n	0	0	0.25	0	2013-04-25	IP1150	CU	universal_suffrage#1
3383	8107499	n	0	0	0	0.5	2013-04-25	IP1150	CU	family#6
3384	2930503	a	0	0	0.125	0.75	2013-04-25	IP1151	xx	satanic#2
3385	1132515	a	0.125	0.875	0.125	0.875	2013-04-25	IP1151	xx	unholy#2 satanic#1 infernal#2 hellish#2 fiendish#1 diabolical#2 diabolic#2 demonic#1
3386	1787955	v	0	0	0.125	0.75	2013-04-25	IP1151	xx	vex#1 rile#1 rag#2 nettle#2 nark#1 irritate#1 gravel#1 get_to#3 get_at#3 devil#1 chafe#3 bother#2 annoy#1
3387	63291	v	0.375	0.125	0.25	0.625	2013-04-25	IP1151	xx	irritate#2
3388	503715	v	0	0	0.25	0.25	2013-04-25	IP1151	xx	irritate#3
3389	861929	v	0	0	0.75	0	2013-04-25	IP1151	xx	spat#4 clap#3 applaud#1 acclaim#2
3390	34115	v	0	0	0	0	2013-04-25	IP1151	xx	spat#7 clap#4
3391	4952242	n	0	0.125	0	0	2013-04-25	IP1151	xx	brightness#1
3392	5620955	n	0.375	0	0.375	0	2013-04-25	IP1151	xx	smartness#2 cleverness#2 brightness#2
3393	444198	r	0.125	0	0.25	0.5	2013-04-25	IP1151	xx	riskily#1
3394	2931417	n	0	0	0.375	0.125	2013-04-26	IP1152	IN	nightspot#1 nightclub#1 night_club#1 club#7 cabaret#1
3395	14895003	n	0	0	0	0	2013-04-28	IP1153	IT	urea-formaldehyde_resin#1
3396	3102558	a	0	0	0.5	0.5	2013-04-28	IP1153	IT	prismatic#1
3397	370688	a	0	0.125	0.5	0.5	2013-04-28	IP1153	IT	blackish-red#1
3398	9092497	n	0	0	0	0	2013-04-28	IP1154	IT	pine_tree_state#1 me#1 maine#1
3399	2533075	a	0	0	0.5	0.5	2013-04-28	IP1155	DE	poikilothermous#1 poikilothermic#1 heterothermic#1 ectothermic#1
3400	11339669	n	0	0	0	0	2013-04-29	IP495	ES	thompson#2 count_rumford#1 benjamin_thompson#1
3401	1474641	n	0	0.125	0	0	2013-04-29	IP1156	IT	ostracodermi#1 order_ostracodermi#1
3402	3082394	a	0	0	0	0	2013-04-29	IP1157	xx	machiavellian#1
3403	2102840	v	0	0	0	0	2013-04-29	IP1158	GR	wander#3
3404	11054034	n	0.125	0	0.25	0	2013-04-30	IP1159	PH	thomas_hodgkin#1 hodgkin#1
3405	12406304	n	0	0	0	0	2013-04-30	IP1160	xx	winged_elm#1 wing_elm#1 ulmus_alata#1
3406	8194546	n	0	0	0	0	2013-04-30	IP1160	xx	mcia#1 marine_corps_intelligence_activity#1
3407	13280373	n	0	0	0	0	2013-04-30	IP1160	xx	merit_pay#1
3408	1154772	n	0	0	0	0	2013-04-30	IP1160	xx	heterosexism#1
3409	4140631	n	0	0	0	0	2013-04-30	IP1160	xx	sawhorse#1 sawbuck#1 horse#4 buck#4
3410	8097391	n	0	0.5	0	0.5	2013-04-30	IP1161	IN	vaisnavism#1 vaishnavism#1
3411	1334518	n	0	0	0	0.5	2013-04-30	IP1162	NL	tobacco_mosaic_virus#1 tmv#1
3412	14521021	n	0	0	0	0	2013-04-30	IP1163	xx	anticyclone#1
3413	13611567	n	0	0	0	0	2013-04-30	IP1163	xx	minute_of_arc#1 minute#4 arcminute#1
3414	2166674	n	0	0	0	0	2013-04-30	IP1163	xx	rodolia#1 genus_vedalia#1 genus_rodolia#1
3415	2035559	v	0	0	0.375	0.125	2013-05-01	IP1164	GR	hunch_over#1 hunch_forward#1 hunch#1 hump#1
3416	11020069	n	0	0	0	0	2013-05-01	IP1165	xx	gustavus_iv#1 gustavus#3
3417	7671459	n	0	0	0	0	2013-05-02	IP1166	xx	spareribs#2
3418	8725161	n	0	0	0	0	2013-05-02	IP1167	DE	chungking#1 chongqing#1
3419	3003928	a	0	0	0	0	2013-05-02	IP1167	DE	afghanistani#1 afghani#1 afghan#1
3420	1747717	v	0	0	0	0	2013-05-02	IP1167	DE	programme#1 program#2
3421	7738105	n	0.125	0.5	0.125	0.5	2013-05-02	IP1167	DE	freestone#1
3422	2822064	n	0	0	0	0	2013-05-02	IP1168	PT	bedsitting_room#1 bedsitter#1 bedsit#1
3423	7399620	n	0	0	0	0	2013-05-02	IP1169	NL	vroom#1
3424	2443114	n	0	0.375	0	0	2013-05-02	IP1169	NL	polecat#2 mustela_putorius#1 foumart#1 foulmart#1 fitch#1
3425	6705787	n	0	0	0	0.125	2013-05-02	IP1169	NL	scd#1 ds#3 doctor_of_science#1
3426	14287314	n	0.125	0.125	0	0.125	2013-05-02	IP1169	NL	laceration#1
3427	1661289	a	0.375	0	1	0	2013-05-02	IP1170	IT	ripe#3 right#13 good#12
3428	2075857	v	0	0	0	0	2013-05-02	IP1171	xx	take#27 make#28
3429	11750745	n	0	0	0	0	2013-05-02	IP1171	xx	courbaril_copal#1
3430	14983911	n	0	0	0	0	2013-05-02	IP1171	xx	plasminogen#1
3431	6531141	n	0	0	0	0	2013-05-02	IP1171	xx	proxy#2
3432	3492922	n	0	0	0	0	2013-05-02	IP1171	xx	tin_hat#1 safety_hat#1 hard_hat#2
3433	2488705	a	0	0	0	0	2013-05-02	IP1171	xx	transitive#1
3434	1176079	v	0	0	0	0	2013-05-02	IP1171	xx	mess#1
3435	1027686	a	0.125	0	0.125	0	2013-05-02	IP1171	xx	adjustable#1
3436	11851839	n	0	0	0	0	2013-05-02	IP1171	xx	opuntia_cholla#1 cholla#1
3437	10288763	n	0.125	0	0.125	0	2013-05-02	IP1172	xx	man#6
3438	2807523	n	0	0	0.625	0	2013-05-03	IP1173	IT	bath_oil#1
3439	12880638	n	0	0	0	0	2013-05-03	IP460	AU	great_plains_paintbrush#1 castilleja_sessiliflora#1
3440	12880638	n	0	0	0	0	2013-05-03	IP460	AU	great_plains_paintbrush#1 castilleja_sessiliflora#1
3441	12880638	n	0	0	0	0	2013-05-03	IP460	AU	great_plains_paintbrush#1 castilleja_sessiliflora#1
3442	1009240	v	0	0	0	0	2013-05-03	IP1059	PK	tell#1 state#1 say#1
3443	1052078	n	0.375	0	0.375	0	2013-05-03	IP1059	PK	tessellation#1
3444	6166394	n	0	0	0	0	2013-05-03	IP1174	xx	doxastic_logic#1
3445	12461809	n	0	0.125	0.875	0.125	2013-05-03	IP1175	xx	tofieldia#1 genus_tofieldia#1
3446	3965456	n	0	0	0	0	2013-05-04	IP1176	xx	shopping_mall#1 shopping_centre#1 shopping_center#1 plaza#2 mall#2 center#15
3447	10385566	n	0	0	0	0	2013-05-04	IP1177	TN	osteopathist#1 osteopath#1
3448	14027396	n	0	0	0	0	2013-05-04	IP1178	xx	nerve_block_anesthesia#1 nerve_block_anaesthesia#1 conduction_anesthesia#1 conduction_anaesthesia#1 block_anesthesia#1 block_anaesthesia#1
3449	2592895	v	0	0	0	0.125	2013-05-04	IP1179	xx	trifle#2 frivol#1
3450	8286342	n	0	0	0	0	2013-05-05	IP1180	TR	gown#2
3451	13145250	n	0	0	0.375	0.625	2013-05-05	IP1180	TR	vitis_rotundifolia#1 muscadine#1
3452	1221790	n	0.375	0.5	0.375	0.5	2013-05-05	IP1180	TR	provocation#1 irritation#6 aggravation#2
3453	12239880	n	0	0	0	0	2013-05-05	IP1181	GB	switch-ivy#1 leucothoe_fontanesiana#1 leucothoe_editorum#1 dog_laurel#1 dog_hobble#1
3454	2919100	a	0	0	0	0	2013-05-05	IP1181	GB	insurrectionary#1 insurrectional#1
3455	4883243	n	0.5	0	0.5	0.25	2013-05-05	IP1181	GB	temperateness#2 self-restraint#1
3456	13968547	n	0	0	0	0.625	2013-05-05	IP1181	GB	order#3
3457	8124971	n	0	0	0	0	2013-05-05	IP1182	xx	cia#1 central_intelligence_agency#1
3458	394849	r	0.125	0.25	0.125	0.375	2013-05-05	IP1182	xx	malignantly#1
3459	8380606	n	0	0	0.25	0.25	2013-05-06	IP1183	IN	white_separatism#1
3460	2596067	n	0	0	0	0	2013-05-06	IP1183	IN	sciaena_antarctica#1 mulloway#1 jewfish#1
3461	429642	v	0	0	0	0	2013-05-06	IP1184	LK	spill#6
3462	1542668	v	0	0	1	0	2013-05-06	IP1185	IT	hang#5 flow#5 fall#25
3463	6748270	n	0	0	0	0	2013-05-06	IP1186	xx	parallel_lives#1
3464	496127	r	0.25	0	0.25	0	2013-05-07	IP1187	ES	willfully#1 wilfully#1
3465	2199590	v	0	0	0	0	2013-05-07	IP1188	IN	give#3
3466	3022177	a	0	0	0	0	2013-05-07	IP1189	DE	british#1
3467	1168988	a	0.25	0.125	0.125	0.875	2013-05-07	IP1189	DE	medical#2
3468	7115493	n	0	0	0.375	0.375	2013-05-07	IP475	IN	dental_consonant#1 dental#1 alveolar_consonant#1 alveolar#1
